confidence_visibility,decision_owner,error_cost,mean_cost,model_id,n,policy,prompt_family
hidden,ai_system,20.0,0.998,xai_grok420_nonreasoning,500,raw_confidence,v2_owner_match_v1
hidden,ai_system,5.0,1.78,xai_grok420_nonreasoning,500,always_use_unverified,v2_owner_match_v1
hidden,ai_system,5.0,1.0,xai_grok420_nonreasoning,500,always_verify,v2_owner_match_v1
hidden,ai_system,5.0,0.84,xai_grok420_nonreasoning,400,calibrated_confidence,v2_owner_match_v1
hidden,ai_system,5.0,0.966,xai_grok420_nonreasoning,500,direct,v2_owner_match_v1
hidden,ai_system,5.0,0.356,xai_grok420_nonreasoning,500,oracle,v2_owner_match_v1
hidden,ai_system,5.0,0.878,xai_grok420_nonreasoning,500,raw_confidence,v2_owner_match_v1
visible,ai_system,10.0,3.56,xai_grok420_nonreasoning,500,always_use_unverified,v2_owner_match_v1
visible,ai_system,10.0,1.0,xai_grok420_nonreasoning,500,always_verify,v2_owner_match_v1
visible,ai_system,10.0,0.93,xai_grok420_nonreasoning,400,calibrated_confidence,v2_owner_match_v1
visible,ai_system,10.0,1.056,xai_grok420_nonreasoning,500,direct,v2_owner_match_v1
visible,ai_system,10.0,0.356,xai_grok420_nonreasoning,500,oracle,v2_owner_match_v1
visible,ai_system,10.0,0.928,xai_grok420_nonreasoning,500,raw_confidence,v2_owner_match_v1
visible,ai_system,2.0,0.712,xai_grok420_nonreasoning,500,always_use_unverified,v2_owner_match_v1
visible,ai_system,2.0,1.0,xai_grok420_nonreasoning,500,always_verify,v2_owner_match_v1
visible,ai_system,2.0,0.66,xai_grok420_nonreasoning,400,calibrated_confidence,v2_owner_match_v1
visible,ai_system,2.0,0.894,xai_grok420_nonreasoning,500,direct,v2_owner_match_v1
visible,ai_system,2.0,0.356,xai_grok420_nonreasoning,500,oracle,v2_owner_match_v1
visible,ai_system,2.0,0.656,xai_grok420_nonreasoning,500,raw_confidence,v2_owner_match_v1
visible,ai_system,20.0,7.12,xai_grok420_nonreasoning,500,always_use_unverified,v2_owner_match_v1
visible,ai_system,20.0,1.0,xai_grok420_nonreasoning,500,always_verify,v2_owner_match_v1
visible,ai_system,20.0,0.93,xai_grok420_nonreasoning,400,calibrated_confidence,v2_owner_match_v1
visible,ai_system,20.0,1.152,xai_grok420_nonreasoning,500,direct,v2_owner_match_v1
visible,ai_system,20.0,0.356,xai_grok420_nonreasoning,500,oracle,v2_owner_match_v1
visible,ai_system,20.0,0.998,xai_grok420_nonreasoning,500,raw_confidence,v2_owner_match_v1
visible,ai_system,5.0,1.78,xai_grok420_nonreasoning,500,always_use_unverified,v2_owner_match_v1
visible,ai_system,5.0,1.0,xai_grok420_nonreasoning,500,always_verify,v2_owner_match_v1
visible,ai_system,5.0,0.84,xai_grok420_nonreasoning,400,calibrated_confidence,v2_owner_match_v1
visible,ai_system,5.0,1.0,xai_grok420_nonreasoning,500,direct,v2_owner_match_v1
visible,ai_system,5.0,0.356,xai_grok420_nonreasoning,500,oracle,v2_owner_match_v1
visible,ai_system,5.0,0.878,xai_grok420_nonreasoning,500,raw_confidence,v2_owner_match_v1
hidden,human,10.0,3.56,xai_grok420_nonreasoning,500,always_use_unverified,v2_owner_match_v1
hidden,human,10.0,1.0,xai_grok420_nonreasoning,500,always_verify,v2_owner_match_v1
hidden,human,10.0,0.93,xai_grok420_nonreasoning,400,calibrated_confidence,v2_owner_match_v1
hidden,human,10.0,0.976,xai_grok420_nonreasoning,500,direct,v2_owner_match_v1
hidden,human,10.0,0.356,xai_grok420_nonreasoning,500,oracle,v2_owner_match_v1
hidden,human,10.0,0.928,xai_grok420_nonreasoning,500,raw_confidence,v2_owner_match_v1
hidden,human,2.0,0.712,xai_grok420_nonreasoning,500,always_use_unverified,v2_owner_match_v1
hidden,human,2.0,1.0,xai_grok420_nonreasoning,500,always_verify,v2_owner_match_v1
hidden,human,2.0,0.66,xai_grok420_nonreasoning,400,calibrated_confidence,v2_owner_match_v1
hidden,human,2.0,0.964,xai_grok420_nonreasoning,500,direct,v2_owner_match_v1
hidden,human,2.0,0.356,xai_grok420_nonreasoning,500,oracle,v2_owner_match_v1
hidden,human,2.0,0.656,xai_grok420_nonreasoning,500,raw_confidence,v2_owner_match_v1
hidden,human,20.0,7.12,xai_grok420_nonreasoning,500,always_use_unverified,v2_owner_match_v1
hidden,human,20.0,1.0,xai_grok420_nonreasoning,500,always_verify,v2_owner_match_v1
hidden,human,20.0,0.93,xai_grok420_nonreasoning,400,calibrated_confidence,v2_owner_match_v1
hidden,human,20.0,0.972,xai_grok420_nonreasoning,500,direct,v2_owner_match_v1
hidden,human,20.0,0.356,xai_grok420_nonreasoning,500,oracle,v2_owner_match_v1
hidden,human,20.0,0.998,xai_grok420_nonreasoning,500,raw_confidence,v2_owner_match_v1
hidden,human,5.0,1.78,xai_grok420_nonreasoning,500,always_use_unverified,v2_owner_match_v1
hidden,human,5.0,1.0,xai_grok420_nonreasoning,500,always_verify,v2_owner_match_v1
hidden,human,5.0,0.84,xai_grok420_nonreasoning,400,calibrated_confidence,v2_owner_match_v1
hidden,human,5.0,0.976,xai_grok420_nonreasoning,500,direct,v2_owner_match_v1
hidden,human,5.0,0.356,xai_grok420_nonreasoning,500,oracle,v2_owner_match_v1
hidden,human,5.0,0.878,xai_grok420_nonreasoning,500,raw_confidence,v2_owner_match_v1
visible,human,10.0,3.56,xai_grok420_nonreasoning,500,always_use_unverified,v2_owner_match_v1
visible,human,10.0,1.0,xai_grok420_nonreasoning,500,always_verify,v2_owner_match_v1
visible,human,10.0,0.93,xai_grok420_nonreasoning,400,calibrated_confidence,v2_owner_match_v1
visible,human,10.0,1.044,xai_grok420_nonreasoning,500,direct,v2_owner_match_v1
visible,human,10.0,0.356,xai_grok420_nonreasoning,500,oracle,v2_owner_match_v1
visible,human,10.0,0.928,xai_grok420_nonreasoning,500,raw_confidence,v2_owner_match_v1
visible,human,2.0,0.712,xai_grok420_nonreasoning,500,always_use_unverified,v2_owner_match_v1
visible,human,2.0,1.0,xai_grok420_nonreasoning,500,always_verify,v2_owner_match_v1
visible,human,2.0,0.66,xai_grok420_nonreasoning,400,calibrated_confidence,v2_owner_match_v1
visible,human,2.0,0.872,xai_grok420_nonreasoning,500,direct,v2_owner_match_v1
visible,human,2.0,0.356,xai_grok420_nonreasoning,500,oracle,v2_owner_match_v1
visible,human,2.0,0.656,xai_grok420_nonreasoning,500,raw_confidence,v2_owner_match_v1
visible,human,20.0,7.12,xai_grok420_nonreasoning,500,always_use_unverified,v2_owner_match_v1
visible,human,20.0,1.0,xai_grok420_nonreasoning,500,always_verify,v2_owner_match_v1
visible,human,20.0,0.93,xai_grok420_nonreasoning,400,calibrated_confidence,v2_owner_match_v1
visible,human,20.0,1.166,xai_grok420_nonreasoning,500,direct,v2_owner_match_v1
visible,human,20.0,0.356,xai_grok420_nonreasoning,500,oracle,v2_owner_match_v1
visible,human,20.0,0.998,xai_grok420_nonreasoning,500,raw_confidence,v2_owner_match_v1
visible,human,5.0,1.78,xai_grok420_nonreasoning,500,always_use_unverified,v2_owner_match_v1
visible,human,5.0,1.0,xai_grok420_nonreasoning,500,always_verify,v2_owner_match_v1
visible,human,5.0,0.84,xai_grok420_nonreasoning,400,calibrated_confidence,v2_owner_match_v1
visible,human,5.0,0.934,xai_grok420_nonreasoning,500,direct,v2_owner_match_v1
visible,human,5.0,0.356,xai_grok420_nonreasoning,500,oracle,v2_owner_match_v1
visible,human,5.0,0.878,xai_grok420_nonreasoning,500,raw_confidence,v2_owner_match_v1
