confidence_visibility,decision_owner,error_cost,mean_cost,model_id,n,policy,prompt_family
hidden,ai_system,20.0,0.35,xai_grok420_nonreasoning,200,oracle,v2_owner_match_v1
hidden,ai_system,20.0,1.0,xai_grok420_nonreasoning,200,raw_confidence,v2_owner_match_v1
hidden,ai_system,5.0,1.75,xai_grok420_nonreasoning,200,always_use_unverified,v2_owner_match_v1
hidden,ai_system,5.0,1.0,xai_grok420_nonreasoning,200,always_verify,v2_owner_match_v1
hidden,ai_system,5.0,0.8125,xai_grok420_nonreasoning,160,calibrated_confidence,v2_owner_match_v1
hidden,ai_system,5.0,0.99,xai_grok420_nonreasoning,200,direct,v2_owner_match_v1
hidden,ai_system,5.0,0.35,xai_grok420_nonreasoning,200,oracle,v2_owner_match_v1
hidden,ai_system,5.0,0.89,xai_grok420_nonreasoning,200,raw_confidence,v2_owner_match_v1
visible,ai_system,10.0,3.5,xai_grok420_nonreasoning,200,always_use_unverified,v2_owner_match_v1
visible,ai_system,10.0,1.0,xai_grok420_nonreasoning,200,always_verify,v2_owner_match_v1
visible,ai_system,10.0,1.0,xai_grok420_nonreasoning,160,calibrated_confidence,v2_owner_match_v1
visible,ai_system,10.0,1.185,xai_grok420_nonreasoning,200,direct,v2_owner_match_v1
visible,ai_system,10.0,0.35,xai_grok420_nonreasoning,200,oracle,v2_owner_match_v1
visible,ai_system,10.0,0.965,xai_grok420_nonreasoning,200,raw_confidence,v2_owner_match_v1
visible,ai_system,2.0,0.7,xai_grok420_nonreasoning,200,always_use_unverified,v2_owner_match_v1
visible,ai_system,2.0,1.0,xai_grok420_nonreasoning,200,always_verify,v2_owner_match_v1
visible,ai_system,2.0,0.675,xai_grok420_nonreasoning,160,calibrated_confidence,v2_owner_match_v1
visible,ai_system,2.0,0.94,xai_grok420_nonreasoning,200,direct,v2_owner_match_v1
visible,ai_system,2.0,0.35,xai_grok420_nonreasoning,200,oracle,v2_owner_match_v1
visible,ai_system,2.0,0.64,xai_grok420_nonreasoning,200,raw_confidence,v2_owner_match_v1
visible,ai_system,20.0,7.0,xai_grok420_nonreasoning,200,always_use_unverified,v2_owner_match_v1
visible,ai_system,20.0,1.0,xai_grok420_nonreasoning,200,always_verify,v2_owner_match_v1
visible,ai_system,20.0,1.0,xai_grok420_nonreasoning,160,calibrated_confidence,v2_owner_match_v1
visible,ai_system,20.0,1.285,xai_grok420_nonreasoning,200,direct,v2_owner_match_v1
visible,ai_system,20.0,0.35,xai_grok420_nonreasoning,200,oracle,v2_owner_match_v1
visible,ai_system,20.0,1.0,xai_grok420_nonreasoning,200,raw_confidence,v2_owner_match_v1
visible,ai_system,5.0,1.75,xai_grok420_nonreasoning,200,always_use_unverified,v2_owner_match_v1
visible,ai_system,5.0,1.0,xai_grok420_nonreasoning,200,always_verify,v2_owner_match_v1
visible,ai_system,5.0,0.8125,xai_grok420_nonreasoning,160,calibrated_confidence,v2_owner_match_v1
visible,ai_system,5.0,1.035,xai_grok420_nonreasoning,200,direct,v2_owner_match_v1
visible,ai_system,5.0,0.35,xai_grok420_nonreasoning,200,oracle,v2_owner_match_v1
visible,ai_system,5.0,0.89,xai_grok420_nonreasoning,200,raw_confidence,v2_owner_match_v1
hidden,human,10.0,3.5,xai_grok420_nonreasoning,200,always_use_unverified,v2_owner_match_v1
hidden,human,10.0,1.0,xai_grok420_nonreasoning,200,always_verify,v2_owner_match_v1
hidden,human,10.0,1.0,xai_grok420_nonreasoning,160,calibrated_confidence,v2_owner_match_v1
hidden,human,10.0,0.975,xai_grok420_nonreasoning,200,direct,v2_owner_match_v1
hidden,human,10.0,0.35,xai_grok420_nonreasoning,200,oracle,v2_owner_match_v1
hidden,human,10.0,0.965,xai_grok420_nonreasoning,200,raw_confidence,v2_owner_match_v1
hidden,human,2.0,0.7,xai_grok420_nonreasoning,200,always_use_unverified,v2_owner_match_v1
hidden,human,2.0,1.0,xai_grok420_nonreasoning,200,always_verify,v2_owner_match_v1
hidden,human,2.0,0.675,xai_grok420_nonreasoning,160,calibrated_confidence,v2_owner_match_v1
hidden,human,2.0,0.96,xai_grok420_nonreasoning,200,direct,v2_owner_match_v1
hidden,human,2.0,0.35,xai_grok420_nonreasoning,200,oracle,v2_owner_match_v1
hidden,human,2.0,0.64,xai_grok420_nonreasoning,200,raw_confidence,v2_owner_match_v1
hidden,human,20.0,7.0,xai_grok420_nonreasoning,200,always_use_unverified,v2_owner_match_v1
hidden,human,20.0,1.0,xai_grok420_nonreasoning,200,always_verify,v2_owner_match_v1
hidden,human,20.0,1.0,xai_grok420_nonreasoning,160,calibrated_confidence,v2_owner_match_v1
hidden,human,20.0,0.96,xai_grok420_nonreasoning,200,direct,v2_owner_match_v1
hidden,human,20.0,0.35,xai_grok420_nonreasoning,200,oracle,v2_owner_match_v1
hidden,human,20.0,1.0,xai_grok420_nonreasoning,200,raw_confidence,v2_owner_match_v1
hidden,human,5.0,1.75,xai_grok420_nonreasoning,200,always_use_unverified,v2_owner_match_v1
hidden,human,5.0,1.0,xai_grok420_nonreasoning,200,always_verify,v2_owner_match_v1
hidden,human,5.0,0.8125,xai_grok420_nonreasoning,160,calibrated_confidence,v2_owner_match_v1
hidden,human,5.0,0.965,xai_grok420_nonreasoning,200,direct,v2_owner_match_v1
hidden,human,5.0,0.35,xai_grok420_nonreasoning,200,oracle,v2_owner_match_v1
hidden,human,5.0,0.89,xai_grok420_nonreasoning,200,raw_confidence,v2_owner_match_v1
visible,human,10.0,3.5,xai_grok420_nonreasoning,200,always_use_unverified,v2_owner_match_v1
visible,human,10.0,1.0,xai_grok420_nonreasoning,200,always_verify,v2_owner_match_v1
visible,human,10.0,1.0,xai_grok420_nonreasoning,160,calibrated_confidence,v2_owner_match_v1
visible,human,10.0,1.07,xai_grok420_nonreasoning,200,direct,v2_owner_match_v1
visible,human,10.0,0.35,xai_grok420_nonreasoning,200,oracle,v2_owner_match_v1
visible,human,10.0,0.965,xai_grok420_nonreasoning,200,raw_confidence,v2_owner_match_v1
visible,human,2.0,0.7,xai_grok420_nonreasoning,200,always_use_unverified,v2_owner_match_v1
visible,human,2.0,1.0,xai_grok420_nonreasoning,200,always_verify,v2_owner_match_v1
visible,human,2.0,0.675,xai_grok420_nonreasoning,160,calibrated_confidence,v2_owner_match_v1
visible,human,2.0,0.93,xai_grok420_nonreasoning,200,direct,v2_owner_match_v1
visible,human,2.0,0.35,xai_grok420_nonreasoning,200,oracle,v2_owner_match_v1
visible,human,2.0,0.64,xai_grok420_nonreasoning,200,raw_confidence,v2_owner_match_v1
visible,human,20.0,7.0,xai_grok420_nonreasoning,200,always_use_unverified,v2_owner_match_v1
visible,human,20.0,1.0,xai_grok420_nonreasoning,200,always_verify,v2_owner_match_v1
visible,human,20.0,1.0,xai_grok420_nonreasoning,160,calibrated_confidence,v2_owner_match_v1
visible,human,20.0,1.175,xai_grok420_nonreasoning,200,direct,v2_owner_match_v1
visible,human,20.0,0.35,xai_grok420_nonreasoning,200,oracle,v2_owner_match_v1
visible,human,20.0,1.0,xai_grok420_nonreasoning,200,raw_confidence,v2_owner_match_v1
visible,human,5.0,1.75,xai_grok420_nonreasoning,200,always_use_unverified,v2_owner_match_v1
visible,human,5.0,1.0,xai_grok420_nonreasoning,200,always_verify,v2_owner_match_v1
visible,human,5.0,0.8125,xai_grok420_nonreasoning,160,calibrated_confidence,v2_owner_match_v1
visible,human,5.0,1.0,xai_grok420_nonreasoning,200,direct,v2_owner_match_v1
visible,human,5.0,0.35,xai_grok420_nonreasoning,200,oracle,v2_owner_match_v1
visible,human,5.0,0.89,xai_grok420_nonreasoning,200,raw_confidence,v2_owner_match_v1
