model_id,model_label,error_cost,decision_owner,policy,policy_detail,visibility,verification_rate,wrong_unverified_rate,correct_verify_rate,error_catch_rate,mean_realized_cost,mean_cost_ci_lower,mean_cost_ci_upper,n,n_wrong,brier,auroc,ece_10bin
xai_grok420_nonreasoning,Grok 4.20,5.0,pooled_owners,actual_visible,visible_mean_of_owners,visible,0.837,0.07303370786516855,0.7872670807453417,0.9269662921348314,0.967,0.917,1.021,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,10.0,na,raw_confidence_threshold,raw_confidence_threshold,na,0.928,0.0,0.8881987577639752,1.0,0.928,0.904,0.95,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,10.0,na,isotonic_calibrated_threshold,isotonic_calibrated_threshold,na,0.928,0.0,0.8881987577639752,1.0,0.928,0.904,0.95,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,10.0,na,platt_calibrated_threshold,platt_calibrated_threshold,na,0.984,0.0,0.9751552795031055,1.0,0.984,0.972,0.994,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,10.0,ai_system,actual_hidden,hidden_ai_system,hidden,0.968,0.005617977528089901,0.953416149068323,0.9943820224719101,0.988,0.958,1.032,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,10.0,ai_system,actual_visible,visible_ai_system,visible,0.856,0.0561797752808989,0.8074534161490683,0.9438202247191011,1.056,0.948,1.178,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,10.0,human,actual_hidden,hidden_human,hidden,0.976,0.0,0.9627329192546584,1.0,0.976,0.962,0.988,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,10.0,human,actual_visible,visible_human,visible,0.844,0.0561797752808989,0.7888198757763976,0.9438202247191011,1.044,0.934,1.1680499999999991,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,10.0,pooled_owners,actual_hidden,hidden_mean_of_owners,hidden,0.972,0.0028089887640449507,0.9580745341614907,0.997191011235955,0.982,0.963,1.007,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,10.0,pooled_owners,actual_visible,visible_mean_of_owners,visible,0.85,0.0561797752808989,0.7981366459627329,0.9438202247191011,1.05,0.967,1.143,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,20.0,na,raw_confidence_threshold,raw_confidence_threshold,na,0.998,0.0,0.9968944099378882,1.0,0.998,0.994,1.0,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,20.0,na,isotonic_calibrated_threshold,isotonic_calibrated_threshold,na,0.928,0.0,0.8881987577639752,1.0,0.928,0.906,0.95,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,20.0,na,platt_calibrated_threshold,platt_calibrated_threshold,na,1.0,0.0,1.0,1.0,1.0,1.0,1.0,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,20.0,ai_system,actual_hidden,hidden_ai_system,hidden,0.958,0.011235955056179803,0.9409937888198758,0.9887640449438202,1.038,0.954,1.158,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,20.0,ai_system,actual_visible,visible_ai_system,visible,0.872,0.0393258426966292,0.8229813664596274,0.9606741573033708,1.152,0.966,1.36,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,20.0,human,actual_hidden,hidden_human,hidden,0.972,0.0,0.9565217391304348,1.0,0.972,0.958,0.986,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,20.0,human,actual_visible,visible_human,visible,0.846,0.0449438202247191,0.7857142857142857,0.9550561797752809,1.166,0.9679500000000002,1.398,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,20.0,pooled_owners,actual_hidden,hidden_mean_of_owners,hidden,0.965,0.005617977528089901,0.9487577639751553,0.9943820224719101,1.005,0.961,1.067,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,20.0,pooled_owners,actual_visible,visible_mean_of_owners,visible,0.859,0.04213483146067415,0.8043478260869565,0.9578651685393258,1.159,1.02,1.315,500,178,,,
xai_grok420_nonreasoning,Grok 4.20,,na,score_quality,raw_q,na,,,,,,,,500,178,0.1911628,0.7439371205248099,0.029720000000000007
xai_grok420_nonreasoning,Grok 4.20,,na,score_quality,isotonic_cv,na,,,,,,,,500,178,0.19246476504754947,0.724823783934678,0.015793940638235526
xai_grok420_nonreasoning,Grok 4.20,,na,score_quality,platt_cv,na,,,,,,,,500,178,0.19432264440319288,0.7398108730546444,0.04417397615573539
